gloss,video_count,sample_videos,dialects_represented,avg_frames,avg_fps
cung cấp,1,D0099.mp4,Neutral / Unspecified,115.0,30.0
cung tên,1,D0220.mp4,Neutral / Unspecified,109.0,30.0
cuối năm,1,D0421.mp4,Neutral / Unspecified,126.0,30.0
cuối tháng,1,D0420.mp4,Neutral / Unspecified,108.0,30.0
cuối tuần,1,D0419.mp4,Neutral / Unspecified,115.0,30.0
cuốn,1,W00924.mp4,Neutral / Unspecified,97.0,30.0
cuống hoa,1,W00899.mp4,Neutral / Unspecified,101.0,30.0
cuống lá,1,W00926.mp4,Neutral / Unspecified,96.0,30.0
cuộc sống,1,W00923.mp4,Neutral / Unspecified,111.0,30.0
cuộc đời,1,W00922.mp4,Neutral / Unspecified,90.0,30.0
cuộn giấy vệ sinh,1,W00925.mp4,Neutral / Unspecified,115.0,30.0
cà mau,1,W00397.mp4,Neutral / Unspecified,153.0,30.0
cày,1,W00426.mp4,Neutral / Unspecified,108.0,24.0
cày ruộng,1,W00427.mp4,Neutral / Unspecified,257.0,30.0
cá kiếm,1,D0074.mp4,Neutral / Unspecified,166.0,30.0
cá mập,1,W00601.mp4,Neutral / Unspecified,80.0,24.0
cá voi,1,D0073.mp4,Neutral / Unspecified,132.0,30.0
các bạn,1,W00400.mp4,Neutral / Unspecified,154.0,30.0
các bạn (2 người),1,D0135.mp4,Neutral / Unspecified,108.0,30.0
cách ly,1,D0286.mp4,Neutral / Unspecified,161.0,30.0
cái bè,1,W00402.mp4,Neutral / Unspecified,159.0,30.0
cái gùi,1,D0239.mp4,Neutral / Unspecified,84.0,30.0
cái neo,1,D0468.mp4,Neutral / Unspecified,132.0,30.0
cái nhíp,1,W00405.mp4,Neutral / Unspecified,201.0,24.0
cái túi,1,W00406.mp4,Neutral / Unspecified,137.0,30.0
cái vợt cá,1,D0447.mp4,Neutral / Unspecified,99.0,30.0
cánh buồm,1,D0344.mp4,Neutral / Unspecified,134.0,30.0
cánh tay,1,W00410.mp4,Neutral / Unspecified,153.0,30.0
cáp treo,1,W00453.mp4,Neutral / Unspecified,136.0,30.0
cát,1,W00424.mp4,Neutral / Unspecified,128.0,30.0
câu chuyện,1,W00439.mp4,Neutral / Unspecified,90.0,30.0
câu cá,1,W00438.mp4,Neutral / Unspecified,143.0,30.0
câu ghép,1,W00443.mp4,Neutral / Unspecified,141.0,30.0
câu văn,1,W00445.mp4,Neutral / Unspecified,89.0,24.0
câu đơn,1,W00442.mp4,Neutral / Unspecified,127.0,30.0
câu đố,1,W00440.mp4,Neutral / Unspecified,103.0,24.0
câu đối,1,W00441.mp4,Neutral / Unspecified,75.0,24.0
cây cọ,1,D0473.mp4,Neutral / Unspecified,154.0,30.0
cây cối,1,W00460.mp4,Neutral / Unspecified,143.0,30.0
cây gỗ,1,W00464.mp4,Neutral / Unspecified,134.0,30.0
cây khế,1,W00465.mp4,Neutral / Unspecified,119.0,30.0
cây nến,1,D0435.mp4,Neutral / Unspecified,116.0,30.0
cây sả,1,W00471.mp4,Neutral / Unspecified,121.0,30.0
cây số,1,W00473.mp4,Neutral / Unspecified,212.0,30.0
cây thông,1,W02096.mp4,Neutral / Unspecified,116.0,30.0
cây tre,1,W00476.mp4,Neutral / Unspecified,179.0,30.0
cây trồng,1,W00477.mp4,Neutral / Unspecified,143.0,30.0
cây xanh,1,W00478.mp4,Neutral / Unspecified,80.0,30.0
cây đa,1,W00462.mp4,Neutral / Unspecified,106.0,30.0
cãi nhau,1,W00401.mp4,Neutral / Unspecified,167.0,24.0
còi,1,W00729.mp4,Neutral / Unspecified,78.0,30.0
còi xương,1,W00730.mp4,Neutral / Unspecified,92.0,30.0
còn bạn?,1,D0121.mp4,Neutral / Unspecified,154.0,30.0
còng,1,W00806.mp4,Neutral / Unspecified,94.0,30.0
còng (cái còng),1,W00805.mp4,Neutral / Unspecified,93.0,30.0
có ích,1,W00726.mp4,Neutral / Unspecified,88.0,30.0
có … không?,1,D0098.mp4,Neutral / Unspecified,130.0,30.0
cô dâu,1,W00809.mp4,Neutral / Unspecified,129.0,30.0
cô vy (covid),1,D0284.mp4,Neutral / Unspecified,111.0,30.0
cô đơn,1,W00811.mp4,Neutral / Unspecified,106.0,30.0
cô-lôm-bi-a (nước cô-lôm-bi-a),1,W00829.mp4,Neutral / Unspecified,98.0,30.0
côn trùng,1,W00837.mp4,Neutral / Unspecified,80.0,30.0
công bằng,1,W00838.mp4,Neutral / Unspecified,89.0,30.0
công chúa,1,W00839.mp4,Neutral / Unspecified,99.0,30.0
công cộng,1,W00840.mp4,Neutral / Unspecified,85.0,30.0
công cụ,1,W00841.mp4,Neutral / Unspecified,76.0,30.0
công nhận,1,W00843.mp4,Neutral / Unspecified,105.0,30.0
công sức,1,W00844.mp4,Neutral / Unspecified,90.0,30.0
công thức,1,W00846.mp4,Neutral / Unspecified,89.0,30.0
công trường,1,W00848B.mp4,B (Miền Bắc / North),107.0,30.0
công tắc,1,W00845.mp4,Neutral / Unspecified,97.0,30.0
công việc,1,W00851.mp4,Neutral / Unspecified,121.0,30.0
công văn,1,W04061.mp4,Neutral / Unspecified,262.0,30.0
công ước,1,W00849.mp4,Neutral / Unspecified,90.0,30.0
cõng,1,W00807.mp4,Neutral / Unspecified,173.0,30.0
cù,1,W00900.mp4,Neutral / Unspecified,71.0,30.0
cùi chỏ,1,W00915.mp4,Neutral / Unspecified,109.0,30.0
cùng / với (giới từ),1,D0166.mp4,Neutral / Unspecified,88.0,30.0
cúc áo,1,W00894.mp4,Neutral / Unspecified,92.0,30.0
cúi,1,W00895.mp4,Neutral / Unspecified,101.0,30.0
căm thù,1,D0127.mp4,Neutral / Unspecified,114.0,30.0
cũng vậy/cũng thế,1,D0118.mp4,Neutral / Unspecified,315.0,30.0
cơ bắp,1,W00867.mp4,Neutral / Unspecified,129.0,30.0
cơ quan,1,W00870.mp4,Neutral / Unspecified,99.0,30.0
cơ sở,1,W00871.mp4,Neutral / Unspecified,89.0,30.0
cơ thể,1,W00872.mp4,Neutral / Unspecified,104.0,30.0
cơm,1,W00884.mp4,Neutral / Unspecified,93.0,30.0
cơm hộp,1,W00877.mp4,Neutral / Unspecified,107.0,30.0
cơm rang,1,D0091.mp4,Neutral / Unspecified,136.0,30.0
cưa,1,W00932.mp4,Neutral / Unspecified,104.0,30.0
cưa (cái cưa),1,W00931.mp4,Neutral / Unspecified,90.0,30.0
cướp biển,1,W00944.mp4,Neutral / Unspecified,105.0,30.0
cướp cờ,1,W00945.mp4,Neutral / Unspecified,99.0,30.0
cướp giật,1,W00946.mp4,Neutral / Unspecified,88.0,30.0
cười nhếch mép,1,D0022.mp4,Neutral / Unspecified,93.0,30.0
cười vỡ bụng,1,D0023.mp4,Neutral / Unspecified,117.0,30.0
cưỡi ngựa,1,W00941.mp4,Neutral / Unspecified,147.0,30.0
cạnh,1,W00411.mp4,Neutral / Unspecified,136.0,30.0
cạnh bên (toán),1,W00412.mp4,Neutral / Unspecified,148.0,30.0
cạnh tranh,1,D0466.mp4,Neutral / Unspecified,120.0,30.0
cạnh đáy,1,W00413.mp4,Neutral / Unspecified,149.0,30.0
cạnh đối diện,1,W00414.mp4,Neutral / Unspecified,152.0,30.0
cả ngày,1,D0372.mp4,Neutral / Unspecified,111.0,30.0
cảng hải phòng,1,D0319.mp4,Neutral / Unspecified,85.0,30.0
cảng sài gòn,1,D0320.mp4,Neutral / Unspecified,125.0,30.0
cảnh giác,1,D0254.mp4,Neutral / Unspecified,167.0,30.0
cảnh vật,1,W00409.mp4,Neutral / Unspecified,155.0,30.0
cấp cứu,1,W00432.mp4,Neutral / Unspecified,117.0,30.0
cấp dưỡng,1,W00433.mp4,Neutral / Unspecified,133.0,30.0
cất giấu,1,W00434.mp4,Neutral / Unspecified,133.0,30.0
cất giữ,1,W00435.mp4,Neutral / Unspecified,110.0,24.0
cất tiếng khóc,1,W00436.mp4,Neutral / Unspecified,105.0,24.0
cất tiếng nói,1,W00437.mp4,Neutral / Unspecified,158.0,30.0
cấy,1,W00479.mp4,Neutral / Unspecified,105.0,30.0
cấy lúa,1,W00480.mp4,Neutral / Unspecified,123.0,30.0
cần khởi động,1,W00431.mp4,Neutral / Unspecified,125.0,30.0
cầu (cây cầu),1,W00446.mp4,Neutral / Unspecified,262.0,30.0
cầu cứu,1,W00447.mp4,Neutral / Unspecified,132.0,30.0
cầu giao,1,W00448.mp4,Neutral / Unspecified,130.0,30.0
cầu kì,1,W00449.mp4,Neutral / Unspecified,142.0,30.0
cầu long biên,1,W01831.mp4,Neutral / Unspecified,91.0,24.0
cầu nguyện,1,W00450.mp4,Neutral / Unspecified,311.0,30.0
cầu thang,1,W03165.mp4,Neutral / Unspecified,109.0,30.0
cầu thê húc (hồ gươm),1,D0345.mp4,Neutral / Unspecified,130.0,30.0
cầu thủ,1,W00451.mp4,Neutral / Unspecified,159.0,30.0
cầu tre,1,W00452.mp4,Neutral / Unspecified,315.0,30.0
cầu trượt,1,W00454.mp4,Neutral / Unspecified,252.0,30.0
cầu vượt,1,W00455.mp4,Neutral / Unspecified,102.0,30.0
cắm trại,1,D0095.mp4,Neutral / Unspecified,120.0,30.0
cắt lông mũi,1,D0276.mp4,Neutral / Unspecified,137.0,30.0
cắt nhau,1,W00430.mp4,Neutral / Unspecified,130.0,24.0
cặp sách,1,W00428.mp4,Neutral / Unspecified,156.0,30.0
cặp tóc,1,W00429.mp4,Neutral / Unspecified,141.0,30.0
cỏ may,1,W00724.mp4,Neutral / Unspecified,215.0,30.0
cố ý (như cố tình),1,W00831.mp4,Neutral / Unspecified,75.0,30.0
cố đô huế,1,D0285.mp4,Neutral / Unspecified,138.0,30.0
cố định,1,W00827.mp4,Neutral / Unspecified,82.0,30.0
cốc,1,W00832.mp4,Neutral / Unspecified,109.0,30.0
cối giã,1,W00833.mp4,Neutral / Unspecified,101.0,30.0
cối xay gió,1,W00834.mp4,Neutral / Unspecified,79.0,30.0
cối xay lúa,1,W00835.mp4,Neutral / Unspecified,97.0,30.0
cốm,1,W00836.mp4,Neutral / Unspecified,126.0,30.0
cống,1,W00856.mp4,Neutral / Unspecified,132.0,30.0
cốp xe,1,W00859.mp4,Neutral / Unspecified,95.0,30.0
cổ,1,W00814.mp4,Neutral / Unspecified,94.0,30.0
cổ chân,1,W00816.mp4,Neutral / Unspecified,120.0,30.0
cổ họng,1,W00818.mp4,Neutral / Unspecified,107.0,30.0
cổ kính,1,W00819.mp4,Neutral / Unspecified,197.0,30.0
cổ tay,1,W00822.mp4,Neutral / Unspecified,112.0,30.0
cổ truyền,1,W00823.mp4,Neutral / Unspecified,132.0,30.0
cổ tích,1,W00830.mp4,Neutral / Unspecified,233.0,30.0
cổ vũ,1,W00824.mp4,Neutral / Unspecified,90.0,30.0
cổ áo,1,W00815.mp4,Neutral / Unspecified,94.0,30.0
cổ đại,1,W00817.mp4,Neutral / Unspecified,244.0,30.0
cổng,1,W00854.mp4,Neutral / Unspecified,78.0,30.0
cỗ,1,W00826.mp4,Neutral / Unspecified,105.0,30.0
cộng hòa séc (nước cộng hòa séc),1,W00858.mp4,Neutral / Unspecified,93.0,30.0
cột,1,W00861.mp4,Neutral / Unspecified,95.0,30.0
cột nhà,1,W00865.mp4,Neutral / Unspecified,102.0,30.0
cột sống,1,W00866.mp4,Neutral / Unspecified,103.0,30.0
cột đèn,1,W00862.mp4,Neutral / Unspecified,114.0,30.0
cờ,1,W00878.mp4,Neutral / Unspecified,119.0,30.0
cờ ca rô,1,W00880.mp4,Neutral / Unspecified,62.0,24.0
cờ tướng,1,W00881.mp4,Neutral / Unspecified,107.0,30.0
cờ vua,1,W00882.mp4,Neutral / Unspecified,101.0,30.0
cởi mở,1,W00883.mp4,Neutral / Unspecified,123.0,30.0
cởi áo,1,W00876.mp4,Neutral / Unspecified,99.0,30.0
cụ,1,W00910.mp4,Neutral / Unspecified,90.0,30.0
cụ già,1,W00912.mp4,Neutral / Unspecified,104.0,30.0
cụ thể,1,W00893.mp4,Neutral / Unspecified,134.0,30.0
cụ đồ,1,W00911.mp4,Neutral / Unspecified,132.0,30.0
cục tẩy,1,W00914.mp4,Neutral / Unspecified,90.0,30.0
cụm từ,1,W00918.mp4,Neutral / Unspecified,94.0,30.0
củ cà rốt,1,W00901.mp4,Neutral / Unspecified,79.0,30.0
củ cải trắng,1,W00902.mp4,Neutral / Unspecified,86.0,30.0
củ gừng,1,W00903.mp4,Neutral / Unspecified,89.0,30.0
củ hành tây,1,W00904.mp4,Neutral / Unspecified,115.0,30.0
củ khoai lang,1,W00890.mp4,Neutral / Unspecified,110.0,30.0
củ khoai tây,1,W00905.mp4,Neutral / Unspecified,109.0,30.0
củ nghệ,1,W00906.mp4,Neutral / Unspecified,94.0,30.0
củ su hào,1,W00907.mp4,Neutral / Unspecified,106.0,30.0
củ sả,1,W00909.mp4,Neutral / Unspecified,115.0,30.0
củ tỏi,1,W00908.mp4,Neutral / Unspecified,99.0,30.0
củ từ,1,W00892.mp4,Neutral / Unspecified,80.0,30.0
củ đậu,1,W00889.mp4,Neutral / Unspecified,98.0,30.0
củi,1,W00916.mp4,Neutral / Unspecified,116.0,30.0
cứu,1,W00947.mp4,Neutral / Unspecified,79.0,30.0
cứu hộ,1,W00948.mp4,Neutral / Unspecified,92.0,30.0
cứu sống,1,D0317.mp4,Neutral / Unspecified,93.0,30.0
cử chỉ điệu bộ,1,W00929.mp4,Neutral / Unspecified,80.0,30.0
cử động,1,W00930.mp4,Neutral / Unspecified,78.0,30.0
cửa khẩu,1,W00936.mp4,Neutral / Unspecified,79.0,30.0
cửa kính,1,W00937.mp4,Neutral / Unspecified,99.0,30.0
cửa sổ,1,W00939.mp4,Neutral / Unspecified,86.0,30.0
cực khổ,1,D0101.mp4,Neutral / Unspecified,141.0,30.0
d,1,D0494.mp4,Neutral / Unspecified,88.0,24.0
dai,1,W00951.mp4,Neutral / Unspecified,86.0,30.0
danh bạ,1,W00963.mp4,Neutral / Unspecified,105.0,30.0
danh dự,1,W00964.mp4,Neutral / Unspecified,100.0,30.0
danh hiệu,1,W00965.mp4,Neutral / Unspecified,114.0,30.0
danh lam thắng cảnh,1,W00966.mp4,Neutral / Unspecified,136.0,30.0
danh mục,1,W00967.mp4,Neutral / Unspecified,88.0,30.0
danh nhân,1,W00968.mp4,Neutral / Unspecified,110.0,30.0
danh sách,1,W00969.mp4,Neutral / Unspecified,85.0,30.0
danh từ,1,W00970.mp4,Neutral / Unspecified,85.0,30.0
danh từ riêng,1,W00971.mp4,Neutral / Unspecified,105.0,30.0
dao,1,W00973.mp4,Neutral / Unspecified,86.0,30.0
di chuyển,1,W01029.mp4,Neutral / Unspecified,59.0,30.0
dinh độc lập,1,W01046.mp4,Neutral / Unspecified,123.0,30.0
diêm,1,W01034.mp4,Neutral / Unspecified,96.0,30.0
diều,1,W01044.mp4,Neutral / Unspecified,137.0,30.0
diễn thuyết,1,W01038.mp4,Neutral / Unspecified,102.0,30.0
diện tích,1,W01039.mp4,Neutral / Unspecified,108.0,24.0
diện tích toàn phần,1,W01040.mp4,Neutral / Unspecified,94.0,24.0
diện tích xung quanh,1,W01041.mp4,Neutral / Unspecified,105.0,30.0
diệt chủng,1,W01042.mp4,Neutral / Unspecified,163.0,30.0
do thái,1,D0007.mp4,Neutral / Unspecified,150.0,30.0
doanh nghiệp,1,W01051.mp4,Neutral / Unspecified,89.0,30.0
doanh trại,1,W01053.mp4,Neutral / Unspecified,95.0,30.0
du học,1,W01062.mp4,Neutral / Unspecified,96.0,30.0
du thuyền,1,W01064.mp4,Neutral / Unspecified,85.0,30.0
dung tích,1,W01310.mp4,Neutral / Unspecified,87.0,24.0
duy nhất,1,D0465.mp4,Neutral / Unspecified,141.0,30.0
duyên dáng,1,W01070.mp4,Neutral / Unspecified,91.0,30.0
duyệt binh,1,W01071.mp4,Neutral / Unspecified,93.0,30.0
dài,1,W00952.mp4,Neutral / Unspecified,90.0,30.0
dài hơn,1,W00954.mp4,Neutral / Unspecified,97.0,30.0
dài hạn,1,W00953.mp4,Neutral / Unspecified,105.0,30.0
dài nhất,1,W00955.mp4,Neutral / Unspecified,116.0,30.0
dàn bài,1,W00959.mp4,Neutral / Unspecified,107.0,30.0
dàn nhạc,1,W00960.mp4,Neutral / Unspecified,85.0,30.0
dán,1,W00972.mp4,Neutral / Unspecified,91.0,30.0
dân ca,1,W00982.mp4,Neutral / Unspecified,84.0,30.0
dân chài,1,W00983.mp4,Neutral / Unspecified,98.0,30.0
dân chủ,1,D0114.mp4,Neutral / Unspecified,80.0,30.0
dân số,1,W00987.mp4,Neutral / Unspecified,82.0,30.0
dân tộc chăm,1,D0308.mp4,Neutral / Unspecified,107.0,30.0
dân tộc khơ me,1,D0310.mp4,Neutral / Unspecified,131.0,30.0
dân tộc mông,1,D0312.mp4,Neutral / Unspecified,117.0,30.0
dân tộc mường,1,D0309.mp4,Neutral / Unspecified,126.0,30.0
dân tộc thái,1,D0311.mp4,Neutral / Unspecified,107.0,30.0
dây buộc tóc,1,W01014.mp4,Neutral / Unspecified,130.0,30.0
dây chun,1,W01015.mp4,Neutral / Unspecified,101.0,30.0
dây thần kinh,1,W01017.mp4,Neutral / Unspecified,67.0,24.0
dây thừng,1,W01018.mp4,Neutral / Unspecified,111.0,30.0
dây xích,1,W01019.mp4,Neutral / Unspecified,95.0,30.0
dãy nhà,1,W00975.mp4,Neutral / Unspecified,94.0,30.0
dãy núi,1,W00976.mp4,Neutral / Unspecified,106.0,30.0
dãy núi hoàng liên sơn,1,D0245.mp4,Neutral / Unspecified,122.0,30.0
dãy số,1,W00977.mp4,Neutral / Unspecified,92.0,30.0
dãy số liệu,1,W00978.mp4,Neutral / Unspecified,126.0,30.0
dê con,1,W01024.mp4,Neutral / Unspecified,120.0,30.0
dê mẹ,1,W01025.mp4,Neutral / Unspecified,121.0,30.0
dòng chữ,1,W01055.mp4,Neutral / Unspecified,84.0,30.0
dòng họ,1,W01056.mp4,Neutral / Unspecified,132.0,30.0
dòng sông,1,W01058.mp4,Neutral / Unspecified,94.0,30.0
dòng sông chảy,1,D0439.mp4,Neutral / Unspecified,111.0,30.0
dũng cảm,1,W01068.mp4,Neutral / Unspecified,93.0,30.0
dạy,1,W00979.mp4,Neutral / Unspecified,82.0,30.0
dải phân cách,1,W00958.mp4,Neutral / Unspecified,212.0,30.0
dấu bằng,1,W00998.mp4,Neutral / Unspecified,78.0,30.0
dấu chia,1,W01004.mp4,Neutral / Unspecified,87.0,30.0
dấu chấm,1,W01001.mp4,Neutral / Unspecified,108.0,30.0
dấu chấm hỏi,1,W01002.mp4,Neutral / Unspecified,103.0,30.0
dấu chấm than,1,W01003.mp4,Neutral / Unspecified,79.0,30.0
dấu gạch ngang,1,W01005.mp4,Neutral / Unspecified,72.0,30.0
dấu hai chấm,1,W01006.mp4,Neutral / Unspecified,84.0,30.0
dấu ngoặc đơn,1,W01009.mp4,Neutral / Unspecified,93.0,30.0
dấu nhân,1,W01010.mp4,Neutral / Unspecified,84.0,30.0
dấu nặng,1,D0528.mp4,Neutral / Unspecified,101.0,30.0
dấu phẩy,1,W01011.mp4,Neutral / Unspecified,92.0,30.0
dầu gội đầu,1,W00994.mp4,Neutral / Unspecified,98.0,30.0
dầu hoả,1,W00995.mp4,Neutral / Unspecified,85.0,30.0
dầu khí,1,W00996.mp4,Neutral / Unspecified,88.0,30.0
dầu mỏ,1,W00997.mp4,Neutral / Unspecified,103.0,30.0
dầu ăn,1,W00993.mp4,Neutral / Unspecified,64.0,30.0
dẫn chương trình,1,W00990.mp4,Neutral / Unspecified,89.0,30.0
dẫn chứng,1,W00991.mp4,Neutral / Unspecified,134.0,30.0
dập,1,W00992.mp4,Neutral / Unspecified,64.0,30.0
dắt,1,W00981.mp4,Neutral / Unspecified,93.0,30.0
dặn dò,1,W00980.mp4,Neutral / Unspecified,71.0,30.0
dẻo,1,W01021.mp4,Neutral / Unspecified,98.0,30.0
dễ chịu,1,W01026.mp4,Neutral / Unspecified,93.0,30.0
dễ thương,1,W01027.mp4,Neutral / Unspecified,105.0,30.0
dệt,1,W01028.mp4,Neutral / Unspecified,100.0,30.0
dịu dàng,1,D0436.mp4,Neutral / Unspecified,131.0,30.0
dọc,1,W01054.mp4,Neutral / Unspecified,82.0,30.0
dốc,1,W01060.mp4,Neutral / Unspecified,219.0,30.0
dốt,1,W01061.mp4,Neutral / Unspecified,240.0,30.0
dụng cụ,1,W01069.mp4,Neutral / Unspecified,98.0,30.0
dừng lại,1,D0183.mp4,Neutral / Unspecified,128.0,30.0
dự trữ,1,W02097.mp4,Neutral / Unspecified,115.0,30.0
dự án,1,D0259.mp4,Neutral / Unspecified,114.0,30.0
dựng phim,1,W01076.mp4,Neutral / Unspecified,95.0,30.0
e,1,D0496.mp4,Neutral / Unspecified,80.0,24.0
em dâu,1,W01349.mp4,Neutral / Unspecified,110.0,30.0
em gái,1,W01350.mp4,Neutral / Unspecified,120.0,30.0
em út,1,W01353.mp4,Neutral / Unspecified,104.0,30.0
email,1,W01354.mp4,Neutral / Unspecified,128.0,30.0
f,1,D0521.mp4,Neutral / Unspecified,86.0,24.0
gai,1,W01375.mp4,Neutral / Unspecified,120.0,30.0
gan,1,W01377.mp4,Neutral / Unspecified,142.0,30.0
gan dạ,1,W01378N.mp4,N (Miền Nam / South),124.0,30.0
gan lì,1,W01379.mp4,Neutral / Unspecified,119.0,30.0
gang tay,1,W01381.mp4,Neutral / Unspecified,119.0,30.0
ghi chép,1,W01410.mp4,Neutral / Unspecified,112.0,30.0
ghi chú,1,W01411.mp4,Neutral / Unspecified,113.0,30.0
ghi hình,1,W01412.mp4,Neutral / Unspecified,113.0,30.0
ghi nhớ,1,W01413.mp4,Neutral / Unspecified,90.0,30.0
ghé thăm,1,W01406.mp4,Neutral / Unspecified,110.0,30.0
ghép hình,1,W01407.mp4,Neutral / Unspecified,129.0,30.0
gia lai,1,W01415.mp4,Neutral / Unspecified,105.0,30.0
giai đoạn,1,W01423.mp4,Neutral / Unspecified,126.0,30.0
gian dối,1,D0337.mp4,Neutral / Unspecified,147.0,30.0
gian khổ,1,W01443.mp4,Neutral / Unspecified,91.0,30.0
gian lận,1,W00985.mp4,Neutral / Unspecified,82.0,24.0
giao hoán,1,W01450.mp4,Neutral / Unspecified,123.0,30.0
giao hàng,1,W01429.mp4,Neutral / Unspecified,104.0,30.0
giao lưu,1,W01451.mp4,Neutral / Unspecified,119.0,30.0
giao thừa,1,W01452.mp4,Neutral / Unspecified,116.0,30.0
gieo xúc xắc,1,W01477.mp4,Neutral / Unspecified,133.0,30.0
giàn khoan,1,W01444.mp4,Neutral / Unspecified,123.0,30.0
giàn mướp,1,W01427.mp4,Neutral / Unspecified,141.0,30.0
giàn nho,1,W01445.mp4,Neutral / Unspecified,119.0,30.0
giàu có,1,W01459.mp4,Neutral / Unspecified,191.0,30.0
giá sách,1,W01420.mp4,Neutral / Unspecified,120.0,30.0
giá trị tuyệt đối,1,W01435.mp4,Neutral / Unspecified,126.0,30.0
giám khảo,1,W01442.mp4,Neutral / Unspecified,116.0,30.0
giám đốc,1,W01441.mp4,Neutral / Unspecified,80.0,30.0
giáo dục,1,W01456.mp4,Neutral / Unspecified,99.0,30.0
giáo sĩ,1,W01458.mp4,Neutral / Unspecified,115.0,30.0
giã,1,W01432.mp4,Neutral / Unspecified,90.0,30.0
giãn cách xã hội,1,D0287.mp4,Neutral / Unspecified,124.0,30.0
gió lào,1,W01482.mp4,Neutral / Unspecified,131.0,30.0
giông bão,1,W01489.mp4,Neutral / Unspecified,106.0,30.0
giơ tay,1,W01491.mp4,Neutral / Unspecified,105.0,30.0
giường,1,W01498.mp4,Neutral / Unspecified,106.0,30.0
giả bộ (giống giả vờ),1,W01417T.mp4,T (Miền Trung / Central),205.0,30.0
giả mạo,1,W01418.mp4,Neutral / Unspecified,109.0,30.0
giả sử,1,W01419.mp4,Neutral / Unspecified,118.0,30.0
giải lao,1,W01437.mp4,Neutral / Unspecified,103.0,30.0
giải quyết,1,W01438.mp4,Neutral / Unspecified,102.0,30.0
giải thích,1,W01424.mp4,Neutral / Unspecified,449.0,59.9
giải vô địch,1,W01440.mp4,Neutral / Unspecified,124.0,30.0
giảm,1,W01425.mp4,Neutral / Unspecified,110.0,30.0
giấc ngủ,1,W01462.mp4,Neutral / Unspecified,147.0,30.0
giấy tờ,1,W01474.mp4,Neutral / Unspecified,121.0,30.0
giầy ba ta,1,W01467.mp4,Neutral / Unspecified,228.0,30.0
giầy dép,1,W01468.mp4,Neutral / Unspecified,208.0,30.0
giầy thể thao,1,W01469.mp4,Neutral / Unspecified,235.0,30.0
giẫm,1,W01463.mp4,Neutral / Unspecified,100.0,30.0
giận dỗi,1,W01464.mp4,Neutral / Unspecified,80.0,30.0
giận dữ,1,W01465.mp4,Neutral / Unspecified,104.0,30.0
giật mình,1,W01466.mp4,Neutral / Unspecified,102.0,30.0
giẻ lau,1,W01476.mp4,Neutral / Unspecified,128.0,30.0
giếng nước,1,W01478.mp4,Neutral / Unspecified,117.0,30.0
giết,1,W01479.mp4,Neutral / Unspecified,81.0,30.0
giọng ca,1,W01486.mp4,Neutral / Unspecified,144.0,30.0
giọng nói,1,W01487.mp4,Neutral / Unspecified,92.0,30.0
giỏi,1,W01485.mp4,Neutral / Unspecified,326.0,30.0
giống nhau,1,W01490.mp4,Neutral / Unspecified,106.0,30.0
giỗ,1,D0041.mp4,Neutral / Unspecified,97.0,30.0
giới hạn,1,W01493.mp4,Neutral / Unspecified,113.0,30.0
giới thiệu,1,W01494.mp4,Neutral / Unspecified,139.0,30.0
giữ nguyên,1,W02626.mp4,Neutral / Unspecified,88.0,30.0
gà mái,1,W01365N.mp4,N (Miền Nam / South),224.0,30.0
gà nướng lu,1,D0390.mp4,Neutral / Unspecified,135.0,30.0
gà rừng,1,W01366.mp4,Neutral / Unspecified,168.0,30.0
gà trống,1,W01368.mp4,Neutral / Unspecified,134.0,30.0
gà tây,1,W01367.mp4,Neutral / Unspecified,137.0,30.0
gánh,1,W01382.mp4,Neutral / Unspecified,128.0,30.0
gáy,1,W01389.mp4,Neutral / Unspecified,121.0,30.0
gãi đầu gãi tai,1,W01376.mp4,Neutral / Unspecified,179.0,59.9
gãy chân,1,W01387.mp4,Neutral / Unspecified,113.0,30.0
gãy tay,1,W01388.mp4,Neutral / Unspecified,132.0,30.0
góc bẹt,1,W01501.mp4,Neutral / Unspecified,113.0,30.0
